T PL,H PL,verb,verb - main semantic class,verb - tense,verb - factive/nonfactive,complement - tense,T - negation,T - type of sentence,"GOLD <T,H>"
"I dlatego też uważam, że bardzo dobrze, że tak się stało, w szczególności jeśli chodzi o możliwość zwolnienia od kosztów powiatowego rzecznika konsumentów w sprawach dotyczących ochrony indywidualnych interesów konsumenta.","bardzo dobrze, że tak się stało,","uważać, że_",epistemiczny,present,NF,past,False,indywidualne,N
tylko ja myślałem że ty mówisz o jakiejś fabryce gdzie będą wiesz produkowali sprzęt phillipsa,ty mówisz o jakiejś fabryce gdzie będą produkowali sprzęt phillipsa,"myśleć, że_",epistemiczny,past,NF,present,False,indywidualne,C
"W Ministerstwie Rolnictwa przyznają jednak, że na ten rok zapisana została sztywna kwota 148 mln euro (starczy na 20-30 tys. wniosków) i jeśli zostanie wykorzystana, nowe renty przyznawane będą dopiero w 2005 r.","na ten rok zapisana została sztywna kwota 148 mln euro (starczy na 20-30 tys. wniosków) i jeśli zostanie wykorzystana, nowe renty przyznawane będą dopiero w 2005 r.","przyznawać, że_",mówienia,present,F,past,False,indywidualne,E
"Myślę, że jednak mamy...", jednak mamy...,"myśleć, że_",epistemiczny,present,NF,present,False,indywidualne,N
" Chcąc przekonać Papieża, że uraz jest naprawdę poważny, oprócz nocnej wizyty specjalisty ortopedy, w apartamencie papieskim przeprowadzono badanie radiologiczne.",uraz jest naprawdę poważny,"przekonać [kogoś], że_",epistemiczny,past,NF,present,False,indywidualne,E
moja mama stwierdziła że to jest w związku z powyższym wyjątkowo wrażliwe miejsce.., to jest w związku z powyższym wyjątkowo wrażliwe miejsce..,"stwierdzić, że_",mówienia,past,NF,present,False,indywidualne,N
"Bywa, że dla pracodawcy zbyt wysokie kwalifikacje kandydata są przeszkodą w jego zatrudnieniu.",dla pracodawcy zbyt wysokie kwalifikacje kandydata są przeszkodą w jego zatrudnieniu.,"bywać, że_",inne,present,NF,present,False,indywidualne,E
"Przypomnieć, że uczestnik może w każdej chwili zrezygnować z testu.",uczestnik może w każdej chwili zrezygnować z testu.,"przypomnieć komuś, że_",mówienia,,F,inne,False,indywidualne,E
"Dotychczas nie pojmuję, jak to było możliwe bez udziału jakiejś siły nadprzyrodzonej, która może albo sprawić, że stajemy się niewidzialni i przechodzimy strzeżone bramy, albo zesłać sen na strażników. ",stajemy się niewidzialni i przechodzimy strzeżone bramy,"sprawić, że_",inne,present,NF,present,False,indywidualne,N
sp1: no i co jej powiedziałaś ? sp0: że nie wiem,nie wiem,"powiedzieć, że_",mówienia,past,NF,present,False,indywidualne,N
"potrafi sprawić, że postacie przez nie stworzone wydają się prawdziwe.", postacie przez nie stworzone wydają się prawdziwe.,"sprawić, że_",inne,present,NF,present,False,indywidualne,N
"Proszę nie uważać, że jestem pomylona, ja to wiem naprawdę.",jestem pomylona,"uważać, że_",epistemiczny,present,NF,present,True,imperatyw,N
"Politycy w tych krajach zrozumieli, że z kryminalizacji narkotyków o wiele więcej jest szkód niż korzyści.",z kryminalizacji narkotyków o wiele więcej jest szkód niż korzyści.,"zrozumieć, że_",epistemiczny,past,F,present,False,indywidualne,E
"Wychodzi, że tak.",tak.,"wychodzić komuś, że_",epistemiczny,present,NF,inne,False,indywidualne,N
"Chętnie zarekomenduję cię przed księciem, uczony kolego - odrzekłem dwornie, wiedząc, że i tak nie mógłbym się sprzeciwić życzeniom templariuszy. ", i tak nie mógłbym się sprzeciwić życzeniom templariuszy. ,"wiedzieć, że_",epistemiczny,past,F,inne,False,indywidualne,E
sądzę że to jest bardzo cenne że nadal tak jak przed wiekami tak i dziś poważnie traktujemy ostatnią wolę człowieka który już sam nie stanie w swojej obronie,to jest bardzo cenne ,"sądzić, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Mam wrażenie, że cała sprawa polega na niezrozumieniu przez ich elektorat pojęcia IV RP.",cała sprawa polega na niezrozumieniu przez ich elektorat pojęcia IV RP.,"mieć wrażenie, że_",epistemiczny,present,NF,present,False,indywidualne,N
wydaje mi się że prezes mówił pa. prawdę.,prezes mówił pa. prawdę.,"wydaje się komuś, że_",epistemiczny,present,NF,past,False,indywidualne,N
"Wiadomo, że zarówno urzędy jak i sądy powinny brać pod uwagę dobro dziecka. ",zarówno urzędy jak i sądy powinny brać pod uwagę dobro dziecka. ,"wiadomo, że_",epistemiczny,,F,inne,False,indywidualne,E
"Warto zauważyć, że w żadnym z krajów Europy Środkowej i Wschodniej prasa lokalna nie jest tak silnie rozwinięta i różnorodna jak w Polsce. ",w żadnym z krajów Europy Środkowej i Wschodniej prasa lokalna nie jest tak silnie rozwinięta i różnorodna jak w Polsce. ,"[e] zauważyć, że_",epistemiczny,present,F,present,False,indywidualne,E
"Dotychczas zebrane dane pozwalają stwierdzić, że po drugim terminie płatności składek górnictwo ma w 1999 r. ściągalność składek na poziomie 90%. ",po drugim terminie płatności składek górnictwo ma w 1999 r. ściągalność składek na poziomie 90%. ,"stwierdzić, że_",mówienia,present,NF,present,False,indywidualne,N
"Wychodzi na to, że się opłaci .", się opłaci .,"wychodzi na to, że_",inne,present,NF,future,False,indywidualne,N
"Dziś w nocy przeczytałem w dziale opinii i komentarzy www.onet.pl, że Książę Niezłomny , że znów – po księdzu Józefie Tischnerze – „zabrakło kogoś wielkiego” i że„manicheizm Herlinga ocierał się o herezję, jednak jej uniknął, podobnie jak filozofia księdza Tischnera (...)",znów – po księdzu Józefie Tischnerze – „zabrakło kogoś wielkiego”,"przeczytać, że_",percepcyjny,past,NF,past,False,indywidualne,N
"Uważam, że problem ten musi znaleźć rozwiązanie — podkreśla dyrektor Paradowska.",problem ten musi znaleźć rozwiązanie,"uważać, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Chociaż zdaniem Fredheima SAS nie jest zainteresowany rozszerzeniem połączeń na Wschód, obserwatorzy twierdzą, że nowe linie zamierzają konkurować z niemiecką Lufthansą, która dominuje na tym rynku."," nowe linie zamierzają konkurować z niemiecką Lufthansą, która dominuje na tym rynku.","twierdzić, że_",mówienia,present,NF,present,False,indywidualne,N
"Z informacji na etykietach miało wynikać, że tabletki produkowano w kilku znanych firmach farmaceutycznych w Polsce.", tabletki produkowano w kilku znanych firmach farmaceutycznych w Polsce.,"wynikać, że_",epistemiczny,past,NF,past,False,indywidualne,C
"Nie mam nikogo, kto wziąłby mnie w ramiona, przytulił, pocieszył, powiedział, że podołamy, że damy radę. ",podołamy,"powiedzieć, że_",mówienia,past,NF,future,False,indywidualne,N
było wiadomo już wcześniej że ten kryzys rzeczywiście do Polski się zbliża i że mamy coraz większe zadłużenie. , mamy coraz większe zadłużenie. ,"wiadomo, że_",epistemiczny,past,F,present,False,indywidualne,E
"Nietrudno się domyślić, że deklaracje zmiennych powinny poprzedzać ich użycie, a zatem należy je umieszczać po nagłówku programu, a przed otwierającym słowem begin.", deklaracje zmiennych powinny poprzedzać ich użycie,"domyślić się, że_",epistemiczny,present,F,inne,False,indywidualne,E
"Płacze, bo malutki – mówię zgodnie, żeby dać znać, że rozumiem.",rozumiem.,"dać znać, że_",mówienia,present,F,present,False,indywidualne,E
"Nie mam pojęcia, skąd one wiedzą, że akurat z tego konkretnego samochodu wysiądzie mój mąż, ale one... to naprawdę wiedzą ","akurat z tego konkretnego samochodu wysiądzie mój mąż,","wiedzieć, że_",epistemiczny,present,F,future,False,indywidualne,E
 ale zobacz że ona ma nierówno, ona ma nierówno,"[p] zobaczyć, że_",percepcyjny,,F,present,False,imperatyw,E
"Przyznam, że do dzisiaj mi to dźwięczy w uszach.", do dzisiaj mi to dźwięczy w uszach.,"przyznać, że_",mówienia,future,F,present,False,performatyw,E
"Widzimy, że przed chwilą się poprztykali. Ela leży w łóżku i próbuje czytać książkę. ", przed chwilą się poprztykali,"[e] widzieć, że_",epistemiczny,present,F,past,False,indywidualne,E
"Co bardziej pomysłowi szepczą po kątach, że ideałem byłoby wyposażenie tac w kasy fiskalne.",ideałem byłoby wyposażenie tac w kasy fiskalne.,"szeptać, że_",mówienia,present,NF,inne,False,indywidualne,N
"Tak więc zdając wiedziałem, że to nauka o społeczeństwie - mówi Kazik.",to nauka o społeczeństwie,"wiedzieć, że_",epistemiczny,past,F,inne,False,indywidualne,E
"Proszę pamiętać, że proces produkcji plemników w jądrach trwa około 48 dni i dodatkowo powinny pewien czas przebywać w najądrzach, gdzie dojrzewają nabierając sił do ""walki"" o podtrzymanie gatunku ludzkiego.","proces produkcji plemników w jądrach trwa około 48 dni i dodatkowo powinny pewien czas przebywać w najądrzach, gdzie dojrzewają nabierając sił do ""walki"" o podtrzymanie gatunku ludzkiego.","pamiętać, że_",epistemiczny,,F,present,False,imperatyw,E
"Wszyscy wiedzieli, że uznaje tylko materiał ""przerobiony"" przez siebie."," uznaje tylko materiał ""przerobiony"" przez siebie.","wiedzieć, że_",epistemiczny,past,F,present,False,indywidualne,E
"Uczestnicy wyjeżdżali zadowoleni twierdząc, że przyjadą tutaj za rok.",przyjadą tutaj za rok.,"twierdzić, że_",mówienia,past,NF,future,False,indywidualne,N
"Jacek odczuwał, że wciąż zbyt mało pracuje. ", wciąż zbyt mało pracuje. ,"odczuwać, że_",epistemiczny,past,F,present,False,indywidualne,E
"Kiedy pisałem to usprawiedliwienie, byłem przekonany, że piszę prawdę.",piszę prawdę.,"być przekonanym, że_",epistemiczny,past,NF,present,False,indywidualne,C
"Jednak Tadeusz wyjaśnił mi ze śmiechem, że takie nazwy jak Alice In Chains czy Pearl Jam nic mu nie mówią. Że tyle jest nagrań do słuchania, że pewnie nigdy nie dotrze do muzyki tych grup.."," tyle jest nagrań do słuchania, że pewnie nigdy nie dotrze do muzyki tych grup..","wyjaśnić, że_",mówienia,past,NF,future,False,indywidualne,N
"Jeden facet powiedziałby, że cel uświęca środki.",cel uświęca środki.,"powiedzieć, że_",mówienia,,NF,present,False,kontrfaktyczne,N
"Mówiłem ci, że mieszkanie w Warszawie nie może być tak tanie.",mieszkanie w Warszawie nie może być tak tanie.,"mówić, że_",mówienia,past,NF,present,False,indywidualne,E
"Przepraszam, ale ja mówiłem o tym, o czym była mowa na posiedzeniu komisji, tak że ja myślę, że...",że...,"myśleć, że_",epistemiczny,present,NF,present,False,indywidualne,N
ja mam wrażenie że tu chodzi bardziej o walkę z unią europejską niż w unii o to żeby. rozwiązywać nasze polskie problemu i nasze wspólne europejskie,tu chodzi bardziej o walkę z unią europejską niż w unii ,"mieć wrażenie, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Mówiłeś, że pałac jest po pierwsze.",pałac jest po pierwsze.,"mówić, że_",mówienia,past,NF,present,False,indywidualne,N
"Myślę, że jest ze wszystkich najtrudniejsza.",jest ze wszystkich najtrudniejsza.,"myśleć, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Chociaż niektórzy utrzymują, że korupcja zmniejsza koszty przez redukcję biurokracji, to ogólnie w coraz większym stopniu przyjmuje się, że dostępność łapówek nakłania urzędników do wymyślania nowych zasad i opóźnień",korupcja zmniejsza koszty przez redukcję biurokracji,"utrzymywać, że_",mówienia,present,NF,present,False,indywidualne,N
"Przez cztery miesiące nie rozmawialiśmy ze sobą, bo uważałem, że postąpił wobec mnie nie fair.",postąpił wobec mnie nie fair.,"uważać, że_",epistemiczny,past,NF,past,False,indywidualne,N
"A trzeba zaznaczyć, że zawodniczka Victorii pojechała do Spały z niewyleczoną do końca kontuzją kolana i pobiegła najpierw w eliminacjach, a następnie w finałach na własną prośbę.", zawodniczka Victorii pojechała do Spały z niewyleczoną do końca kontuzją kolana,"zaznaczyć, że_",mówienia,,NF,past,False,indywidualne,N
"Ernest i Agnieszka nie planowali, że będą mieli wielką, babską rodzinę.","będą mieli wielką, babską rodzinę","planować, że_",epistemiczny,past,NF,future,True,indywidualne,E
"Bergson gani uczonych z powodu ich ""manii wtłaczania faktów w uprzednio istniejące kategorie"", ale właśnie ta mania pozwoliła Newtonowi odkryć, że planety poruszają się wedle tych samych praw, co spadający kamień, Lavoisierowi ustalić, że oddychanie jest formą spalania, a Maxwellowi stwierdzić, że wibracja świetlna jest polaryzacją dielektryczną.",wibracja świetlna jest polaryzacją dielektryczną.,"stwierdzić, że_",mówienia,past,NF,present,False,indywidualne,E
no można to tak nazwać natomiast jeżeli chodzi o. o to pytanie pana. to ja sądzę że trzeba sobie zdać sprawę że my wciąż poruszamy się. przeciw lub zgodnie z. dwoma archetypami polskiej dyplomacji i polskiej polityki i polskiej polityki zagranicznej w każdym okresie kiedy Polska była niepodległa,my wciąż poruszamy się. przeciw lub zgodnie z. dwoma archetypami polskiej dyplomacji i polskiej polityki i polskiej polityki zagranicznej w każdym okresie kiedy Polska była niepodległa,"zdać sobie sprawę, że_",epistemiczny,,F,present,False,indywidualne,E
"Bardzo często zdarza się więc, że druga strona stara się wygospodarować jakieś zaskórniaki, rozporządzać pewną kwotą samodzielnie, bo to daje poczucie niezależności.","druga strona stara się wygospodarować jakieś zaskórniaki, rozporządzać pewną kwotą samodzielnie,","zdarzać się, że_",inne,present,NF,present,False,indywidualne,E
" Myślę, że sobie poradzę i nie dam się zjeść w kaszy. ",sobie poradzę i nie dam się zjeść w kaszy. ,"myśleć, że_",epistemiczny,present,NF,future,False,indywidualne,N
"Wydaje mi się, że ma też uśmiech po mnie.",ma też uśmiech po mnie.,"wydaje się komuś, że_",epistemiczny,present,NF,present,False,indywidualne,N
"To dotyczy ludzi, którzy na co dzień mają kłopot z odczuwaniem tego, że żyją - czują, że żyją dopiero wtedy, gdy doświadczają bardzo mocnych, skrajnych uczuć. ","żyją dopiero wtedy, gdy doświadczają bardzo mocnych, skrajnych uczuć","[e] czuć, że_",epistemiczny,present,NF,present,False,reguła,N
"Przypomnijmy pożałowania godne ataki na Wisławę Szymborską, którą próbowano zniszczyć po otrzymaniu Nagrody Nobla, jako że jej adwersarze uważali, że nagroda naprawdę należała się Zbigniewowi Herbertowi. ",nagroda naprawdę należała się Zbigniewowi Herbertowi. ,"uważać, że_",epistemiczny,past,NF,past,False,indywidualne,N
"""Panowie, ja wiem, że ryzyko jest duże, gdyż ten plan wykracza przeciw wyraźnemu rozkazowi Himmlera, ale dla nas ważniejsze jest zapewnienie siły roboczej dla potrzeb Wehrmachtu.""","ryzyko jest duże,","wiedzieć, że_",epistemiczny,present,F,present,False,indywidualne,E
"Jeżeli nie usłyszę sprzeciwu, będę uważał, że Sejm propozycję przyjął.",Sejm propozycję przyjął.,"uważać, że_",epistemiczny,future,NF,past,False,warunkowe,N
myślę że w takiej. takie dwa razy w tygodniu to raczej tylko przyniesie korzyści niż jakieś tam zmiany nie ?,takie dwa razy w tygodniu to raczej tylko przyniesie korzyści niż jakieś tam zmiany nie ?,"myśleć, że_",epistemiczny,present,NF,future,False,indywidualne,N
